"source";"translation";"type";"module";"status";"customer"
"Communication";"통신";"B";"";"T";"N"
"Send message";"문자 보내";"S";"";"T";"N"
"Configuration";"구성";"B";"";"T";"N"
"Tracking settings";"추적 설정";"B";"";"T";"N"
"Affiliate panel";"제휴 패널";"C";"";"T";"N"
"Tools";"도구";"B";"";"T";"N"
"Integration";"완성";"B";"";"T";"N"
"Import / Export";"수입 수출";"B";"";"T";"N"
"Event logs";"이벤트 로그";"B";"";"T";"N"
"Online users";"사용자가 온라인";"B";"";"T";"N"
"Database status";"데이터베이스 상태";"B";"";"T";"N"
"User cannot be found";"사용자를 찾을 수없는";"S";"";"T";"N"
"Email was successfully sent to merchant";"이메일이 성공적으로 상인에게 보내졌다";"S";"";"T";"N"
"Email notifications saved";"이메일 알림이 저장";"S";"";"T";"N"
"Banner";"기치";"B";"";"T";"N"
"none active";"활성 없음";"S";"";"T";"N"
"per click";"클릭 당";"B";"";"T";"N"
"per sale";"판매 당";"B";"";"T";"N"
"ID";"신분증";"B";"";"T";"N"
"Name";"이름";"B";"";"T";"N"
"Description";"기술";"B";"";"T";"N"
"Status";"지위";"B";"";"T";"N"
"Date created";"만든 날짜";"S";"";"T";"N"
"Actions";"행위";"B";"";"T";"N"
"Channel";"채널";"B";"";"T";"N"
"Failed to save %s field(s)";"%s 필드를 저장하지 못했습니다 (들)";"S";"";"T";"N"
"%s field(s) successfully saved";"%s 필드 (들) 을 성공적으로 저장";"S";"";"T";"N"
"User";"사용자";"B";"";"T";"N"
"Channel name";"채널 이름";"S";"";"T";"N"
"Pattern didn't matched the URL, check your pattern";"패턴은 패턴을 확인, URL과 일치하지 않았다";"S";"";"T";"N"
"Pattern matched the URL";"패턴은 URL 일치";"S";"";"T";"N"
"Login";"로그인";"B";"";"T";"N"
"First name";"이름";"B";"";"T";"N"
"Last name";"성";"B";"";"T";"N"
"Referral ID";"추천 ID";"B";"";"T";"N"
"I agree with terms & conditions";"나는 이용 약관에 동의";"B";"";"T";"N"
"Cannot find invoice";"청구서를 찾을 수 없습니다.";"S";"";"T";"N"
"Affiliate";"제휴";"B";"";"T";"N"
"Date of registration";"등록 날짜";"S";"";"T";"N"
"Commission";"위원회";"B";"";"T";"N"
"Total cost";"총 비용";"B";"";"T";"N"
"Order ID";"주문 아이디";"B";"";"T";"N"
"Product ID";"제품 ID";"B";"";"T";"N"
"Created";"생성";"B";"";"T";"N"
"Campaign Name";"캠페인 이름";"B";"";"T";"N"
"Type";"유형";"B";"";"T";"N"
"Affiliate username";"제휴 아이디";"S";"";"T";"N"
"Paid";"유료";"B";"";"T";"N"
"Ip";"IP";"S";"";"T";"N"
"Referer";"리퍼러";"B";"";"T";"N"
"Recurring commison id";"반복위원회 ID";"S";"";"T";"N"
"Payout history id";"지급 내역 ID";"B";"";"T";"N"
"Click count";"백작 클릭";"S";"";"T";"N"
"First click time";"처음 클릭";"S";"";"T";"N"
"First click referer";"먼저 리퍼러를 클릭";"S";"";"T";"N"
"First click ip";"첫 번째 IP를 클릭합니다";"S";"";"T";"N"
"First click data 1";"먼저 데이터를 클릭하십시오 1";"S";"";"T";"N"
"First click data 2";"퍼스트 데이터 2 클릭";"S";"";"T";"N"
"Last click time";"마지막으로 클릭 한 시간";"S";"";"T";"N"
"Last click referer";"클릭 마지막 리퍼러";"S";"";"T";"N"
"Last click ip";"마지막 클릭 IP";"S";"";"T";"N"
"Last click data 1";"마지막 데이터를 클릭하십시오 1";"S";"";"T";"N"
"Last click data 2";"마지막 데이터 2 클릭";"S";"";"T";"N"
"Extra data 1";"추가 데이터 1";"B";"";"T";"N"
"Extra data 2";"추가 데이터 2";"B";"";"T";"N"
"Extra data 3";"추가 데이터 3";"S";"";"T";"N"
"Extra data 4";"추가 데이터 4";"S";"";"T";"N"
"Extra data 5";"추가 데이터 5";"S";"";"T";"N"
"Merchant note";"가맹점 주";"B";"";"T";"N"
"Banner name";"배너 이름";"B";"";"T";"N"
"Banner preview";"배너 미리보기";"S";"";"T";"N"
"Campaign";"운동";"B";"";"T";"N"
"Target URL";"대상 URL";"B";"";"T";"N"
"Banner type";"배너 형";"S";"";"T";"N"
"Html data is not defined";"Html 데이터가 정의되어 있지 않습니다";"S";"";"T";"N"
"File name is not defined";"파일 이름은 정의되지 않은";"S";"";"T";"N"
"unknown";"알 수 없는";"B";"";"T";"N"
"approved";"승인";"B";"";"T";"N"
"pending";"대기 중";"B";"";"T";"N"
"User Id";"사용자 Id";"S";"";"T";"N"
"Payment date";"지불 날짜";"S";"";"T";"N"
"Username";"사용자 이름";"B";"";"T";"N"
"Amount";"양";"B";"";"T";"N"
"Note to affiliate";"제휴에 참고";"S";"";"T";"N"
"Original currency ID";"원래 환율 ID";"S";"";"T";"N"
"Original currency rate";"원래 환율";"S";"";"T";"N"
"Original currency value";"원래 통화 값";"S";"";"T";"N"
"System note";"시스템 참고";"B";"";"T";"N"
"Country code";"국가 코드";"B";"";"T";"N"
"Affiliate first name";"제휴 먼저 이름";"S";"";"T";"N"
"Affiliate last name";"제휴 성";"S";"";"T";"N"
"3rd party cookie";"제 3 자 쿠키";"B";"";"T";"N"
"1st party cookie";"첫 번째 파티 쿠키";"B";"";"T";"N"
"Flash cookie";"플래시 쿠키";"B";"";"T";"N"
"Forced parameter";"강제 매개 변수";"B";"";"T";"N"
"IP address";"IP 주소";"B";"";"T";"N"
"Default affiliate";"기본 가입";"B";"";"T";"N"
"Url";"URL";"B";"";"T";"N"
"Note";"노트";"B";"";"T";"N"
"Status does not have allowed value";"상태 값을 허용하지 않습니다";"S";"";"T";"N"
"Selected username already exists";"선택한 사용자 이름이 이미 존재합니다";"S";"";"T";"N"
"Failed to change status for %s user(s)";"%s 사용자의 상태를 변경하지 못했습니다 (들)";"S";"";"T";"N"
"Status successfully changed for %s user(s)";"상태가 성공적 %s 사용자에 대해 변경 (들)";"S";"";"T";"N"
"Password";"암호";"B";"";"T";"N"
"Title must be unique";"제목은 고유해야합니다";"S";"";"T";"N"
"Selected parent affiliate does not exist";"선택한 부모 제휴가 존재하지 않습니다";"S";"";"T";"N"
"Failed loading file %s with error: %s";"오류와 실패로드 %s 파일: %s";"S";"";"T";"N"
"Merchant - New User Signup";"상인 - 새로운 사용자 가입";"B";"";"T";"N"
"New user signed up";"새로운 사용자가 가입";"B";"";"T";"N"
"Email subject";"이메일 제목";"S";"";"T";"N"
"Email text";"이메일 텍스트";"S";"";"T";"N"
"Merchant - Affiliate filled Contact us form";"상인 - 제휴는 우리가 형성 연락처 작성";"B";"";"T";"N"
"Affiliate filled Contact us form";"제휴는 우리가 형성 연락처 작성";"B";"";"T";"N"
"Merchant - New Sale / Lead";"상인 - 새로운 판매 / 리드";"B";"";"T";"N"
"New sale / lead";"새로운 판매 / 납";"B";"";"T";"N"
"Affiliate - New User Signup Approved";"제휴 - 승인 된 새 사용자 가입";"B";"";"T";"N"
", welcome to our affiliate program";"우리의 제휴 프로그램에 오신 것을 환영합니다";"B";"";"T";"N"
"Affiliate - New User Signup Before Approval";"제휴 - 승인하기 전에 새 사용자 가입";"B";"";"T";"N"
"Paid amount";"유료 양";"S";"";"T";"N"
"Paid currency";"유료 통화";"S";"";"T";"N"
"Payout method";"지급 방법";"B";"";"T";"N"
"Affiliate - On payout";"제휴 - 지급에";"B";"";"T";"N"
"Your commissions";"귀하의 수수료";"B";"";"T";"N"
"Affiliate - New Subaffiliate Sale / Lead";"제휴 - 새로운 Subaffiliate 판매 / 리드";"B";"";"T";"N"
"New subaffiliate sale / lead";"새로운 subaffiliate 판매 / 납";"B";"";"T";"N"
"Affiliate - New Subaffiliate signup";"제휴 - 새로운 Subaffiliate 가입";"B";"";"T";"N"
"New subaffiliate signed up";"새로운 subaffiliate은 가입";"B";"";"T";"N"
"VAT percentage";"부가가치세 비율";"B";"";"T";"N"
"VAT number";"VAT 번호";"B";"";"T";"N"
"Registration number";"등록 번호";"B";"";"T";"N"
"VAT part";"부가가치세 부분";"B";"";"T";"N"
"Payment incl. VAT";"지불 포함. 큰 통";"B";"";"T";"N"
"Payment excl. VAT";"결제 제외. 큰 통";"B";"";"T";"N"
"Affiliate - On VAT payout";"제휴 - 부가가치세 지급에";"B";"";"T";"N"
"Transaction ID";"트랜잭션 ID";"B";"";"T";"N"
"TotalCost";"총 비용";"S";"";"T";"N"
"Campaign ID";"캠페인 ID";"S";"";"T";"N"
"Referer URL";"참조 URL";"S";"";"T";"N"
"First click - time";"첫 번째 클릭 - 시간";"S";"";"T";"N"
"First click - referer";"첫 번째 클릭 - 리퍼러";"S";"";"T";"N"
"First click - IP";"첫 번째 클릭 - IP";"S";"";"T";"N"
"First click - data1";"첫 번째 클릭 - 데이터 1";"S";"";"T";"N"
"First click - data2";"첫 번째 클릭 - 데이터 2";"S";"";"T";"N"
"Last click - time";"마지막 클릭 - 시간";"S";"";"T";"N"
"Last click - referer";"마지막 클릭 - 리퍼러";"S";"";"T";"N"
"Last click - IP";"마지막 클릭 - IP";"S";"";"T";"N"
"Last click - data1";"마지막 클릭 - 데이터 1";"S";"";"T";"N"
"Last click - data2";"마지막 클릭 - 데이터 2";"S";"";"T";"N"
"Transaction data1";"트랜잭션 데이터 1";"S";"";"T";"N"
"Transaction data2";"트랜잭션 데이터 2";"S";"";"T";"N"
"Transaction data3";"트랜잭션 데이터 3";"S";"";"T";"N"
"Transaction data4";"트랜잭션 데이터 4";"S";"";"T";"N"
"Transaction data5";"트랜잭션 데이터 5";"S";"";"T";"N"
"Note to merchant";"가맹점 주";"S";"";"T";"N"
"Original currency";"원래 환율";"S";"";"T";"N"
"Banner does not exist";"배너가 존재하지 않습니다";"S";"";"T";"N"
"Server error: Unknown type given for BannerForm._save()";"서버 오류: BannerForm._save 주어 알 수없는 유형 ()";"S";"";"T";"N"
"Banner was saved";"배너 저장된";"S";"";"T";"N"
"Clicks";"클릭";"B";"";"T";"N"
"CTR";"클릭률 (CTR)";"S";"";"T";"N"
"Order";"주문";"B";"";"T";"N"
"BannersImportExportDescription";"배너 definitios은 - 참고이 수입 / 수출 만이 정의가 아닌 실제 이미지 나 파일";"B";"";"T";"N"
"Campaign does not exist";"캠페인이 존재하지 않습니다";"S";"";"T";"N"
"Campaign capping saved";"캠페인이 저장 캐핑";"S";"";"T";"N"
"Number of transactions in 'Active until' campaign validity has to be set";"캠페인 유효성 '까지 활동'의 트랜잭션 수는 설정해야합니다";"S";"";"T";"N"
"There are missing From and To dates for 'Active in date range' campaign validity";"에서와 '날짜 범위에서 활성'캠페인의 유효성 날짜에이 누락";"S";"";"T";"N"
"Commission successfully computed";"위원회는 성공적으로 계산";"S";"";"T";"N"
"User is not valid!";"사용자가 유효하지 않습니다!";"S";"";"T";"N"
"Campaign is not valid!";"캠페인이 유효하지 않습니다!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"거래 유형은 유효하지 않거나이 캠페인에 존재하지 않습니다!";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"캠페인이 사용자에 대한 수수료 그룹을 인식 할 수 없습니다!";"S";"";"T";"N"
"Error getting commission settings!";"수수료 설정을 점점 오류!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"오류, 비율 수수료를 들어, 당신은 총 비용을 정의 할 수있다!";"S";"";"T";"N"
"You cannot delete default campaign";"당신은 기본 캠페인을 삭제할 수 없습니다";"S";"";"T";"N"
"Default";"태만";"B";"";"T";"N"
"per sale / lead";"판매 / 리드 당 ";"B";"";"T";"N"
"CampaignsImportExportDescription";"캠페인과 수수료 금액 설정";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: campaignId가 비어 있습니다";"S";"";"T";"N"
"Campaign ID cannot be empty!";"캠페인 ID는 비워 둘 수 없습니다!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (Id) 을 비워 둘 수 없습니다!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"CommissionGroupId는 비워 둘 수 없습니다!";"S";"";"T";"N"
"Commission type does not exist";"수수료 종류가 존재하지 않는다";"S";"";"T";"N"
"Commissions saved successfully";"위원회 성공적으로 저장";"S";"";"T";"N"
"Field 'type' does not exist";"이 필드를 '형'은 존재하지 않습니다";"S";"";"T";"N"
"Failed to change status";"상태를 변경하지 못했습니다";"S";"";"T";"N"
"Status successfully changed";"상태가 성공적으로 변경";"S";"";"T";"N"
"CommissionsImportExportDescription";"커미션 (트랜잭션, 수주) 시스템에 의해 등록 된";"B";"";"T";"N"
"Affiliate screen";"제휴 화면";"S";"";"T";"N"
"Affiliate panel menu saved";"제휴 패널 메뉴 저장";"S";"";"T";"N"
"Error changing default theme";"오류 기본 테마 변경";"S";"";"T";"N"
"Default theme changed";"기본 테마 변경";"S";"";"T";"N"
"Program name and logo saved";"프로그램 이름과 로고는 저장";"S";"";"T";"N"
"Affiliate signup settings saved";"제휴 가입 설정이 저장";"S";"";"T";"N"
"Banner format successfully saved";"배너 형식은 성공적으로 저장";"S";"";"T";"N"
"Cookies settings saved";"쿠키 설정이 저장";"S";"";"T";"N"
"Symbol";"상징";"B";"";"T";"N"
"Precision";"정도";"B";"";"T";"N"
"Where to display";"어디 표시하는 방법";"B";"";"T";"N"
"Exchange rate";"환율";"S";"";"T";"N"
"Currency";"통화";"B";"";"T";"N"
"Fraud protections saved";"사기 보호 저장";"S";"";"T";"N"
"Logging saved";"로그 저장";"S";"";"T";"N"
"Parameter names saved";"매개 변수 이름이 저장";"S";"";"T";"N"
"Tracking saved";"저장 트래킹";"S";"";"T";"N"
"Affiliates successfully paid";"제휴가 성공적으로 지불";"S";"";"T";"N"
"Email";"이메일";"B";"";"T";"N"
"VAT";"큰 통";"S";"";"T";"N"
"To pay";"지불";"S";"";"T";"N"
"Declined";"거부";"B";"";"T";"N"
"Minimum payout";"최소 지급";"S";"";"T";"N"
"Payout data";"지불금 데이터";"B";"";"T";"N"
"N/A";"N/A";"S";"";"T";"N"
"New payout option";"새로운 지불 옵션";"S";"";"T";"N"
"New payout option %s";"새로운 지불 옵션 %s";"S";"";"T";"N"
"Payout option";"지급 옵션";"B";"";"T";"N"
"Payout history";"지급 내역";"B";"";"T";"N"
"Date paid";"날짜 지불";"S";"";"T";"N"
"Payees";"수취인";"S";"";"T";"N"
"Total amount";"총액";"S";"";"T";"N"
"Affiliate note";"제휴 노트";"B";"";"T";"N"
"Date";"날짜";"B";"";"T";"N"
"Data 1";"데이터 1";"B";"";"T";"N"
"Data 2";"데이터 2";"B";"";"T";"N"
"Clicks unique";"클릭 고유";"S";"";"T";"N"
"Impressions unique";"노출 고유";"S";"";"T";"N"
"Table name";"테이블 이름";"S";"";"T";"N"
"Records";"기록";"S";"";"T";"N"
"Total size";"전체 크기";"S";"";"T";"N"
"Data size";"데이터 크기";"S";"";"T";"N"
"Index size";"인덱스 크기";"S";"";"T";"N"
"Transaction";"트랜잭션";"B";"";"T";"N"
"Payout status";"지불금 상태";"B";"";"T";"N"
"Data 3";"데이터 3";"B";"";"T";"N"
"Data 4";"데이터 4";"B";"";"T";"N"
"Data 5";"데이터 5";"B";"";"T";"N"
"Tracked by";"추적";"B";"";"T";"N"
"Time";"시각";"B";"";"T";"N"
"Click data 1";"데이터를 클릭합니다";"B";"";"T";"N"
"Click data 2";"데이터를 클릭합니다";"B";"";"T";"N"
"unpaid";"지불하지 않은";"B";"";"T";"N"
"Username must be valid email address";"사용자 이름은 유효한 이메일 주소 여야합니다";"S";"";"T";"N"
"You have to agree with terms & conditions";"당신은 이용 약관에 동의해야";"B";"";"T";"N"
"is mandatory";"필수";"B";"";"T";"N"
"Payout settings saved";"지불금의 설정이 저장";"S";"";"T";"N"
"Affiliate details";"제휴 정보";"B";"";"T";"N"
"Date joined";"날짜 가입";"B";"";"T";"N"
"Date approved";"날짜 승인";"B";"";"T";"N"
"Parent";"부모";"S";"";"T";"N"
"Firstname";"이름";"B";"";"T";"N"
"Lastname";"성";"B";"";"T";"N"
"Parent ID";"부모 ID";"S";"";"T";"N"
"Parent username";"부모 이름";"S";"";"T";"N"
"Parent first name";"부모 이름";"S";"";"T";"N"
"Parent last name";"부모 성";"S";"";"T";"N"
"AffiliatesImportExportDescription";"제휴 데이터 - 당신은 시스템에 새로운 계열사를로드하는 데 사용할 수 있습니다";"B";"";"T";"N"
"Status successfully set to selected url(s)";"상태가 성공적으로 선택된 Url로 설정 (들)";"S";"";"T";"N"
"Failed to set status selected url(s)";"상태 선택한 Url을 설정하지 못했습니다 (들)";"S";"";"T";"N"
"Commission group";"위원회 그룹";"B";"";"T";"N"
"Selected commission group(s) are changed";"수수료 선택된 기 (들) 을 변경";"S";"";"T";"N"
"Changes saved";"변경 사항이 저장";"S";"";"T";"N"
"Application Name";"포스트 제휴 프로";"S";"";"T";"N"
"New password URL";"새로운 암호 URL";"S";"";"T";"N"
"Request valid until";"까지 유효한 요청";"S";"";"T";"N"
"Request new password";"새로운 암호 요청하기";"B";"";"T";"N"
"Wrong username/password";"잘못된 사용자 이름 (이메일) 및 / 또는 암호";"S";"";"T";"N"
"Select account";"선택 계정";"B";"";"T";"N"
"Authentication failed";"인증 실패";"S";"";"T";"N"
"User authenticated. Logging in.";"사용자가 인증. 에 로그인.";"S";"";"T";"N"
"You entered invalid username";"당신은 잘못된 사용자 이름을 입력 (전자 메일)";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"몇 분 안에 당신은 당신의 비밀번호를 재설정하는 방법에 대한 지침을 받게됩니다.";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"비밀번호가 변경되었습니다. 대화 상자 및 로그인을 로그인 다시 이동합니다.";"S";"";"T";"N"
"Logout error";"로그 아웃 오류";"S";"";"T";"N"
"Logout successful";"성공적으로 로그 아웃";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"잘못된 암호를 요청. 당신은 암호를 설정하기 전에 다시 새 암호를 요청해야합니다.";"S";"";"T";"N"
"User account not approved yet";"사용자 계정이 아직 승인되지";"S";"";"T";"N"
"Unsupported";"지원되지 않는";"S";"";"T";"N"
"Import file is not defined";"가져 오기 파일이 정의되어 있지 않습니다";"S";"";"T";"N"
"Export data";"데이터 내보내기";"B";"";"T";"N"
"Data was successfully exported to file %s";"데이터가 성공적 %s을 (를) 파일로 내 보낸";"S";"";"T";"N"
"File name";"파일 이름";"B";"";"T";"N"
"Modules";"모듈";"S";"";"T";"N"
"Size";"크기";"S";"";"T";"N"
"Could not create account. (%s)";"계정을 만들 수 없습니다. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"디렉토리 %s 은 (는) 웹 서버 사용자가 쓰기 권한이 없습니다. 를 제거하거나 쓰기 권한을 설정하십시오.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"%s 필터 (들) 을 삭제하지 못했습니다";"S";"";"T";"N"
"%s filter(s) successfully deleted";"성공적으로 삭제 %s 필터 (들)";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"기본 메일 계정을로드하지 못했습니다. 메일 계정 설정을 확인하시기 바랍니다.";"S";"";"T";"N"
"View name must be unique";"보기 이름은 고유해야합니다";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"%s %s Is %s 최대 길이";"S";"";"T";"N"
"Relation constraint";"관계 제약";"S";"";"T";"N"
"must be unique";"고유해야합니다";"S";"";"T";"N"
"Error changing theme";"오류 변경 테마";"S";"";"T";"N"
"Theme changed";"테마 변경";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"%s 벽지 (들) 을 삭제하지 못했습니다";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"성공적으로 삭제 %s 벽지 (들)";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"%s 오류로 배경 화면을 저장하지 못했습니다";"S";"";"T";"N"
"Wallpaper saved.";"바탕 화면 저장.";"S";"";"T";"N"
"Side bar saved";"사이드 바 저장";"S";"";"T";"N"
"Windows saved";"윈도우 저장";"S";"";"T";"N"
"Quick Launch saved";"빠른 실행 저장";"S";"";"T";"N"
"File does not exist";"파일이 없습니다";"S";"";"T";"N"
"File was successfully uploaded";"파일이 성공적으로 업로드되었습니다";"S";"";"T";"N"
"Unsupported gadget";"지원되지 않는 가제트";"S";"";"T";"N"
"Gadget";"간단한 기계 장치";"B";"";"T";"N"
"Gadget added";"가젯 추가";"S";"";"T";"N"
"Failed to close gadget";"가젯을 닫습니다 실패";"S";"";"T";"N"
"Gadget successfully closed";"가젯이 성공적으로 종료";"S";"";"T";"N"
"Docking";"도킹";"S";"";"T";"N"
"Gadgets saved";"가젯 저장";"S";"";"T";"N"
"Create Account";"계정 만들기";"B";"";"T";"N"
"Create Database";"데이터베이스 만들기";"B";"";"T";"N"
"Could not create database. %s";"데이터베이스를 만들 수 없습니다. %s";"S";"";"T";"N"
"doesnt exist's";"나던의 존재";"S";"";"T";"N"
"Internal error";"내부 오류";"B";"";"T";"N"
"Error during database creation.";"데이터베이스를 만드는 동안 오류가 발생했습니다.";"S";"";"T";"N"
"OK";"그래";"B";"";"T";"N"
"Failed to read headers of CSF file %s";"%s CSF 파일의 헤더를 읽지 못했습니다";"S";"";"T";"N"
"Could not change permissions %s";"%s 권한을 변경할 수 없습니다";"S";"";"T";"N"
"Could not open file";"파일을 열 수 없습니다";"S";"";"T";"N"
"Could not read file";"파일을 읽을 수 없습니다";"S";"";"T";"N"
"Rewind unsupported in this file stream";"이 파일 스트림에서 지원되지 않는 되감기";"S";"";"T";"N"
"File %s does not exist.";"파일 %s 가 존재하지 않습니다.";"S";"";"T";"N"
"Failed to read file %s";"%s 파일을 읽지 못했습니다";"S";"";"T";"N"
"Could not create directory %s";"%s 디렉토리를 생성 할 수 없습니다";"S";"";"T";"N"
"Level";"수평";"S";"";"T";"N"
"Message";"전언";"B";"";"T";"N"
"File";"파일";"S";"";"T";"N"
"Line";"선";"B";"";"T";"N"
"Group ID";"그룹 ID";"B";"";"T";"N"
"Log event";"로그 이벤트";"S";"";"T";"N"
"Event(s) are deleted";"이벤트 (들) 을 삭제";"S";"";"T";"N"
"No event(s) to delete";", 이벤트 (들) 을 삭제 없습니다";"S";"";"T";"N"
"Debug event(s) are deleted";"디버그 이벤트 (들) 삭제";"S";"";"T";"N"
"No debug event(s) to delete";"디버그 이벤트 (들) 을 삭제 없습니다";"S";"";"T";"N"
"Mail Account Name";"메일 계정 이름";"S";"";"T";"N"
"From Name";"이름에서";"B";"";"T";"N"
"From Email";"이메일에서";"S";"";"T";"N"
"Use SMTP protocol";"SMTP 프로토콜을 사용";"S";"";"T";"N"
"SMTP Server";"SMTP 서버";"B";"";"T";"N"
"SMTP Port";"SMTP 포트";"B";"";"T";"N"
"SMTP Authentication";"SMTP 인증";"S";"";"T";"N"
"Use SSL connection";"사용 SSL 연결";"S";"";"T";"N"
"SMTP Username";"SMTP 사용자 이름";"S";"";"T";"N"
"Is default mail account";"기본 메일 계정입니다";"S";"";"T";"N"
"Yes";"네";"B";"";"T";"N"
"No";"아니";"B";"";"T";"N"
"Email account test mail";"이메일 계정 테스트 메일";"B";"";"T";"N"
"Default Mail Account";"기본 메일 계정";"S";"";"T";"N"
"Email settings saved";"이메일 설정이 저장";"S";"";"T";"N"
"Test mail scheduled, check outbox if it was sent.";"테스트 메일이 전송 된 경우 보낼 편지함을 확인, 예약.";"S";"";"T";"N"
"Failed to restart %s row(s)";"%s 행을 다시 시작하지 못했습니다 (들)";"S";"";"T";"N"
"%s row(s) successfully restarted";"성공적으로 다시 시작 %s 행 (들)";"S";"";"T";"N"
"To recipients";"받는 사람";"S";"";"T";"N"
"Mail subject";"메일 제목";"S";"";"T";"N"
"Scheduled at";"에 예약";"S";"";"T";"N"
"Last retry";"마지막 재시도";"S";"";"T";"N"
