"source";"translation";"type";"module";"status";"customer"
"There are missing From and To dates for 'Active in date range' campaign validity";"Det saknas Från och Till datum för 'Aktiv i datumintervall' kampanjens giltighet ";"S";"";"T";"N"
"Commission successfully computed";"Kommissionen har framgångsrikt beräknats";"S";"";"T";"N"
"User is not valid!";"Användaren är icke giltig!";"S";"";"T";"N"
"Campaign is not valid!";"Kampanjen är inte giltig!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"Transaktionstyp är inte giltig eller finns inte i denna kampanj!  ";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"Kan inte känna igen provisionsgrupp för användare i denna kampanj!  ";"S";"";"T";"N"
"Error getting commission settings!";"Fel i inhämtande av provisionsinställningar!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"Fel i provisionsprocent, du måste definiera total kostnad! ";"S";"";"T";"N"
"You cannot delete default campaign";"Du kan inte radera standardkampanj  ";"S";"";"T";"N"
"Default";"Standard";"B";"";"T";"N"
"per sale / lead";"per köp/ potentiell kund";"B";"";"T";"N"
"CampaignsImportExportDescription";"Kampanjer och deras inställningar för provisionsbelopp";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"laddaProvisionsGrupp: kampanj Id är tom";"S";"";"T";"N"
"Campaign ID cannot be empty!";"Kampanj ID kan inte vara tom!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"Provisionstyp ID (ID) kan inte vara tom!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"Provisionsgrupp ID kan inte vara tom! ";"S";"";"T";"N"
"Commission type does not exist";"Provisionstyp existerar inte";"S";"";"T";"N"
"Commissions saved successfully";"Provision sparades rätt";"S";"";"T";"N"
"Field 'type' does not exist";"""Fälttyp"" finns inte ";"S";"";"T";"N"
"Failed to change status";"Misslyckades att ändra status ";"S";"";"T";"N"
"Status successfully changed";"Status ändrades riktigt";"S";"";"T";"N"
"CommissionsImportExportDescription";"Provision (transaktioner, order) registrerade av systemet";"B";"";"T";"N"
"Affiliate screen";"Affiliate skärm";"S";"";"T";"N"
"Affiliate panel menu saved";"Affiliate panelmeny sparad";"S";"";"T";"N"
"Error changing default theme";"Fel när standardtema sparades";"S";"";"T";"N"
"Default theme changed";"Standardtema sparades";"S";"";"T";"N"
"Program name and logo saved";"Programnamn och logo sparade";"S";"";"T";"N"
"Affiliate signup settings saved";"Inställningar för Affiliate registrering sparades";"S";"";"T";"N"
"Banner format successfully saved";"Banner format sparades riktigt";"S";"";"T";"N"
"Cookies settings saved";"Cookies inställningar sparade";"S";"";"T";"N"
"Symbol";"Symbol";"B";"";"N";"N"
"Precision";"Precision";"B";"";"N";"N"
"Where to display";"Var visa";"B";"";"T";"N"
"Exchange rate";"Växelkurs";"S";"";"T";"N"
"Currency";"Valuta";"B";"";"T";"N"
"Fraud protections saved";"Bedrägeriskydd sparas";"S";"";"T";"N"
"Logging saved";"Loggning sparad";"S";"";"T";"N"
"Parameter names saved";"Parameternamn sparade";"S";"";"T";"N"
"Tracking saved";"Tracking sparade";"S";"";"T";"N"
"Affiliates successfully paid";"Affiliates har betalats med framgång";"S";"";"T";"N"
"Email";"Email";"B";"";"N";"N"
"VAT";"VAT";"S";"";"N";"N"
"To pay";"Betala";"S";"";"T";"N"
"Declined";"Nekad";"B";"";"T";"N"
"Minimum payout";"Minsta utbetalning";"S";"";"T";"N"
"Payout data";"Uppgifter för utbetalning";"B";"";"T";"N"
"N/A";"N/A";"S";"";"N";"N"
"New payout option";"Nytt utbetalningsalternativ";"S";"";"T";"N"
"New payout option %s";"Nytt utbetalningsalternativ %s";"S";"";"T";"N"
"Payout option";"Utbetalningsalternativ";"B";"";"T";"N"
"Payout history";"Utbetalningshistorik";"B";"";"T";"N"
"Date paid";"Betalningsdatum";"S";"";"T";"N"
"Payees";"Betalningsmottagare";"S";"";"T";"N"
"Total amount";"Totalt belopp";"S";"";"T";"N"
"Affiliate note";"Affiliate anteckning";"B";"";"T";"N"
"Date";"Datum";"B";"";"T";"N"
"Data 1";"Data 1";"B";"";"N";"N"
"Data 2";"Data 2";"B";"";"N";"N"
"Clicks unique";"Unika klick";"S";"";"T";"N"
"Impressions unique";"Unika visningar";"S";"";"T";"N"
"Table name";"Tabellnamn";"S";"";"T";"N"
"Records";"Uppgifter";"S";"";"T";"N"
"Total size";"Total storlek";"S";"";"T";"N"
"Data size";"Total data";"S";"";"T";"N"
"Index size";"Index storlek";"S";"";"T";"N"
"Transaction";"Transaktion";"B";"";"T";"N"
"Payout status";"Payout status";"B";"";"N";"N"
"Data 3";"Data 3";"B";"";"N";"N"
"Data 4";"Data 4";"B";"";"N";"N"
"Data 5";"Data 5";"B";"";"N";"N"
"Tracked by";"Spårad av";"B";"";"T";"N"
"Time";"Tid ";"B";"";"T";"N"
"Click data 1";"Klick data 1";"B";"";"T";"N"
"Click data 2";"Klick data 2";"B";"";"T";"N"
"unpaid";"Obetald";"B";"";"T";"N"
"Username must be valid email address";"Användarnamn måste vara giltig e-mailadress";"S";"";"T";"N"
"You have to agree with terms & conditions";"Du måste godkänna regler och villkor";"B";"";"T";"N"
"is mandatory";"är obligatoriskt";"B";"";"T";"N"
"Payout settings saved";"Utbetalningsinställningar sparade";"S";"";"T";"N"
"Affiliate details";"Affiliate detaljer";"B";"";"T";"N"
"Date joined";"Medlemskap påbörjat";"B";"";"T";"N"
"Date approved";"Medlemskap accepterat";"B";"";"T";"N"
"Parent";"Parent";"S";"";"N";"N"
"Firstname";"Förnamn";"B";"";"T";"N"
"Lastname";"Efternamn";"B";"";"T";"N"
"Parent ID";"Parent ID";"S";"";"N";"N"
"Parent username";"Parent användarnamn";"S";"";"T";"N"
"Parent first name";"Parent förnamn";"S";"";"T";"N"
"Parent last name";"Parent efternamn";"S";"";"T";"N"
"AffiliatesImportExportDescription";"Affiliatedata - du kan använda det för att ladda upp nya affiliates till systemet";"B";"";"T";"N"
"Status successfully set to selected url(s)";"Status inställt till utvalda url";"S";"";"T";"N"
"Failed to set status selected url(s)";"Status kunde inte ställas in till utvalda url";"S";"";"T";"N"
"Commission group";"Provisionsgrupp ";"B";"";"T";"N"
"Selected commission group(s) are changed";"Valda provisionsgrupper har ändrats";"S";"";"T";"N"
"Changes saved";"Ändringar sparade";"S";"";"T";"N"
"Application Name";"Post Affiliate Pro";"S";"";"N";"N"
"New password URL";"Nytt lösenord URL";"S";"";"T";"N"
"Request valid until";"Begäran gäller till";"S";"";"T";"N"
"Request new password";"Begär nytt lösenord";"B";"";"T";"N"
"Wrong username/password";"Fel användarnamn / lösenord";"S";"";"T";"N"
"Select account";"Välj konto";"B";"";"T";"N"
"Authentication failed";"Autentisering misslyckades";"S";"";"T";"N"
"User authenticated. Logging in.";"Användaren autentiseras. Loggar in";"S";"";"T";"N"
"You entered invalid username";"Du har angett ogiltiga användarnamn";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"Inom några minuter får du instruktioner om hur du återställer ditt lösenord.";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"Ditt lösenord har ändrats. Gå tillbaka till inloggningsrutan och logga in.";"S";"";"T";"N"
"Logout error";"Utloggningsfel";"S";"";"T";"N"
"Logout successful";"Framgångsrik utloggning";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"Ogiltig lösenordsbegäran. Du måste begära nytt lösenord igen innan du försöker skriva in lösenord.";"S";"";"T";"N"
"User account not approved yet";"Användarkonto har inte godkänts ännu";"S";"";"T";"N"
"Unsupported";"Inte stödd";"S";"";"T";"N"
"Import file is not defined";"Importerad fil definieras inte ";"S";"";"T";"N"
"Export data";"Exportera data";"B";"";"T";"N"
"Data was successfully exported to file %s";"Data har exporterats till filen%s";"S";"";"T";"N"
"File name";"Filnamn";"B";"";"T";"N"
"Modules";"Moduler ";"S";"";"T";"N"
"Size";"Storlek";"S";"";"T";"N"
"Could not create account. (%s)";"Kunde inte skapa konto. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Katalogen %s är ​​inte skrivbar av webserverns användare. Ta bort den eller ställ in skrivrättigheter.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"Misslyckades att radera %s filter";"S";"";"T";"N"
"%s filter(s) successfully deleted";"%s filter raderades framgångsrikt";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"Misslyckades med att ladda standard mailkonto. Vänligen kolla dina mail-inställningar";"S";"";"T";"N"
"View name must be unique";"Visningsnamn måste vara unikt";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"Maximal längd av %s i %s är %s";"S";"";"T";"N"
"Relation constraint";"Begränsad koppling";"S";"";"T";"N"
"must be unique";"måste vara unik";"S";"";"T";"N"
"Error changing theme";"Fel vid ändring av tema";"S";"";"T";"N"
"Theme changed";"Tema ändrat";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"Misslyckades med att radera %s wallpaper";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s wallpaper raderades med framgång";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"Wallpaper sparades inte på grund av fel %s";"S";"";"T";"N"
"Wallpaper saved.";"Wallpaper sparades";"S";"";"T";"N"
"Side bar saved";"Side bar sparad";"S";"";"T";"N"
"Windows saved";"Fönster sparades";"S";"";"T";"N"
"Quick Launch saved";"Quick Launch sparad";"S";"";"T";"N"
"File does not exist";"Filen existerar inte";"S";"";"T";"N"
"File was successfully uploaded";"Filen laddades upp med framgång";"S";"";"T";"N"
"Unsupported gadget";"Icke giltig gadget";"S";"";"T";"N"
"Gadget";"Gadget";"B";"";"N";"N"
"Gadget added";"Gadget tillagd ";"S";"";"T";"N"
"Failed to close gadget";"Gadget kunde inte stängas";"S";"";"T";"N"
"Gadget successfully closed";"Gadget stängdes ";"S";"";"T";"N"
"Docking";"Docking";"S";"";"N";"N"
"Gadgets saved";"Gadgets sparade";"S";"";"T";"N"
"Create Account";"Skapa konto";"B";"";"T";"N"
"Create Database";"Skapa databas";"B";"";"T";"N"
"Could not create database. %s";"Kunde inte skapa databas. %s";"S";"";"T";"N"
"doesnt exist's";"existerar inte";"S";"";"T";"N"
"Internal error";"Internt fel";"B";"";"T";"N"
"Error during database creation.";"Fel under skapandet av databasen";"S";"";"T";"N"
"OK";"OK";"B";"";"N";"N"
"Failed to read headers of CSF file %s";"Kunde inte läsa headers i CSF filen %s";"S";"";"T";"N"
"Could not change permissions %s";"Kunde inte ändra behörighet %s";"S";"";"T";"N"
"Could not open file";"Kunde inte öppna filen";"S";"";"T";"N"
"Could not read file";"Kunde inte läsa fil";"S";"";"T";"N"
"Rewind unsupported in this file stream";"Bakåt stöds inte i detta filflöde";"S";"";"T";"N"
"File %s does not exist.";"Fil %s existerar inte";"S";"";"T";"N"
"Failed to read file %s";"Misslyckades att läsa filen %s";"S";"";"T";"N"
"Could not create directory %s";"Kunde inte skapa katalog %s";"S";"";"T";"N"
"Level";"Nivå";"S";"";"T";"N"
"Message";"Meddelande";"B";"";"T";"N"
"File";"Fil";"S";"";"T";"N"
"Line";"Rad";"B";"";"T";"N"
"Group ID";"Grupp ID";"B";"";"T";"N"
"Log event";"Logghändelse";"S";"";"T";"N"
"Event(s) are deleted";"Händelser är raderade";"S";"";"T";"N"
"No event(s) to delete";"Inga händelser är raderade";"S";"";"T";"N"
"Debug event(s) are deleted";"Debug händelser har raderats";"S";"";"T";"N"
"No debug event(s) to delete";"Inga debug händelser har raderats";"S";"";"T";"N"
"Mail Account Name";"Namn på mailkonto";"S";"";"T";"N"
"From Name";"Från Namn";"B";"";"T";"N"
"From Email";"Från E-mail";"S";"";"T";"N"
"Use SMTP protocol";"Använd SMTP protokoll";"S";"";"T";"N"
"SMTP Server";"SMTP Server";"B";"";"N";"N"
"SMTP Port";"SMTP Port";"B";"";"N";"N"
"SMTP Authentication";"SMTP Autentisering";"S";"";"T";"N"
"Use SSL connection";"Use SSL anslutning";"S";"";"T";"N"
"SMTP Username";"SMTP Användarnamn ";"S";"";"T";"N"
"Is default mail account";"Är standardmailkonto ";"S";"";"T";"N"
"Yes";"Ja";"B";"";"T";"N"
"No";"Nej ";"B";"";"T";"N"
"Email account test mail";"Emailkonto testmail";"B";"";"T";"N"
"Default Mail Account";"Standardmailkonto ";"S";"";"T";"N"
"Email settings saved";"Email inställningar sparade ";"S";"";"T";"N"
"Test mail scheduled, check outbox if it was sent.";"Testmail schemalagt, kolla utkorgen om det skickades.";"S";"";"T";"N"
"Failed to restart %s row(s)";"Kunde inte starta om %s row(s)";"S";"";"T";"N"
"%s row(s) successfully restarted";"%s row(s) startades om med framgång";"S";"";"T";"N"
"To recipients";"Till mottagare";"S";"";"T";"N"
"Mail subject";"Mail Ämne";"S";"";"T";"N"
"Scheduled at";"Schemalagd till";"S";"";"T";"N"
"Last retry";"Senaste försök";"S";"";"T";"N"
"Retry number";"Ange nummer igen";"S";"";"T";"N"
"Error message";"Felmeddelande";"S";"";"T";"N"
"Account name";"Kontonamn";"B";"";"T";"N"
"Server Date";"Server datum";"S";"";"T";"N"
"Server Time";"Server tid";"S";"";"T";"N"
"Recipients empty";"Mottagare tom";"S";"";"T";"N"
"Body of mail not specified";"Mailets innehåll kan inte specifieras";"S";"";"T";"N"
"From address is empty";"Från adrressen är tom";"S";"";"T";"N"
"Failed to init mail headers";"Kunde inte föra in mail headers";"S";"";"T";"N"
"Email transfer method error";"E-postöverföringsmetod fel";"S";"";"T";"N"
"Application Title";"Post Affiliate Pro";"S";"";"N";"N"
"Failed to save settings with error %s";"Misslyckades att spara ändringar med fel %s";"S";"";"T";"N"
"Proxy server settings saved.";"Proxy server inställningar sparade";"S";"";"T";"N"
"Failed to load proxy server settings.";"Kunde inte ladda proxy server inställningar";"S";"";"T";"N"
"Pdf saved";"Pdf sparad";"S";"";"T";"N"
"Path to save file '%s' not exist";"Väg för att spara fil '%s' existerar inte";"S";"";"T";"N"
"Path to save file %s is null";"Väg för att spara fil %s är null";"S";"";"T";"N"
"Unable to create file %s%s.pdf";"Kan inte skapa filen %s%s.pdf";"S";"";"T";"N"
"Pdf output: %s";"Pdf utgång: %s";"S";"";"T";"N"
