"source";"translation";"type";"module";"status";"customer"
"Note to affiliate";"ملاحظة للافيلييت";"S";"";"T";"N"
"Original currency ID";"معرّف العمله الأصلية";"S";"";"T";"N"
"Original currency rate";"سعر العمله الأصلية";"S";"";"T";"N"
"Original currency value";"قيمة العمله الأصلية";"S";"";"T";"N"
"System note";"ملاحظة نظام";"B";"";"T";"N"
"Country code";"كود الدولة";"B";"";"T";"N"
"Affiliate first name";"الاسم الاول للافيلييت";"S";"";"T";"N"
"Affiliate last name";"الاسم الأخير للافيلييت";"S";"";"T";"N"
"3rd party cookie";"مجموعة الكوكي الثالثه";"B";"";"T";"N"
"1st party cookie";"مجموعة الكوكي الأولى";"B";"";"T";"N"
"Flash cookie";"فلاش كوكي";"B";"";"T";"N"
"Forced parameter";"معامل جبري";"B";"";"T";"N"
"IP address";"عنوان الآي بي";"B";"";"T";"N"
"Default affiliate";"الافيلييت الافتراضي";"B";"";"T";"N"
"Url";"رابط";"B";"";"T";"N"
"Note";"ملاحظة";"B";"";"T";"N"
"Status does not have allowed value";"لم يتم وضع القيمة المسموح بها";"S";"";"T";"N"
"Selected username already exists";"اسم المستخدم الذي تم اختياره موجود بالفعل";"S";"";"T";"N"
"Failed to change status for %s user(s)";"فشل في تغيير الحاله لـ %s المستخدم (المستخدمين)";"S";"";"T";"N"
"Status successfully changed for %s user(s)";"تم تغيير الحالة للـ %s المستخدم (المستخدمين) بنجاح";"S";"";"T";"N"
"Password";"كلمة السر";"B";"";"T";"N"
"Title must be unique";"يجب أن يكون العنوان لا نظير له";"S";"";"T";"N"
"Selected parent affiliate does not exist";"الاصل المحدد للافيلييت غير موجود";"S";"";"T";"N"
"Failed loading file %s with error: %s";"فشل في تحميل الملف %s بسبب الخطأ :%s";"S";"";"T";"N"
"Merchant - New User Signup";"التاجر - تسجيل مستخدم جديد";"B";"";"T";"N"
"New user signed up";"تم تسجيل مستخدم جديد";"B";"";"T";"N"
"Email subject";"موضوع البريد الإلكتروني";"S";"";"T";"N"
"Email text";"نص البريد الإلكتروني";"S";"";"T";"N"
"Merchant - Affiliate filled Contact us form";"التاجر - الافيلييت ملأ نموذج الاتصال بنا";"B";"";"T";"N"
"Affiliate filled Contact us form";"الافيلييت ملأ نموذج الاتصال بنا";"B";"";"T";"N"
"Merchant - New Sale / Lead";"التاجر - بيع / مبادره جديده";"B";"";"T";"N"
"New sale / lead";"بيع جديد / مبادره";"B";"";"T";"N"
"Affiliate - New User Signup Approved";"الافيلييت - تم قبول تسجيل مستخدم جديد";"B";"";"T";"N"
", welcome to our affiliate program";"مرحبا بكم في برنامج الافيلييت الخاص بنا";"B";"";"T";"N"
"Affiliate - New User Signup Before Approval";"الافيلييت - تسجيل مستخدم جديد قبل الموافقة";"B";"";"T";"N"
"Paid amount";"المبلغ المدفوع";"S";"";"T";"N"
"Paid currency";"العملة المدفوعة";"S";"";"T";"N"
"Payout method";"طريقة دفع التعويضات";"B";"";"T";"N"
"Affiliate - On payout";"الافيلييت - على الصرف";"B";"";"T";"N"
"Your commissions";"العمولات الخاصة بك";"B";"";"T";"N"
"Affiliate - New Subaffiliate Sale / Lead";"التابع لها - بيع / مبادره فرعية جديدة تابعه لها";"B";"";"T";"N"
"New subaffiliate sale / lead";"بيع /مبادره فرعي جديد للافيلييت";"B";"";"T";"N"
"Affiliate - New Subaffiliate signup";"الافيلييت - تسجيل الافيلييت الفرعية الجديدة";"B";"";"T";"N"
"New subaffiliate signed up";"تم تسجيل الافيلييت الفرعية الجديدة";"B";"";"T";"N"
"VAT percentage";"نسبة قيمة ارتفاع الضريبة";"B";"";"T";"N"
"VAT number";"رقم قيمة ارتفاع الضرائب";"B";"";"T";"N"
"Registration number";"رقم التسجيل";"B";"";"T";"N"
"VAT part";"جزء قيمة ارتفاع الضرائب";"B";"";"T";"N"
"Payment incl. VAT";"دفع شامل ضريبة القيمة المضافة";"B";"";"T";"N"
"Payment excl. VAT";"الدفع باستثناء ضريبة القيمة المضافة";"B";"";"T";"N"
"Affiliate - On VAT payout";"الافيلييت - على دفع ضريبة القيمة المضافة";"B";"";"T";"N"
"Transaction ID";"معرّف التعامل";"B";"";"T";"N"
"TotalCost";"إجمالي التكلفة";"S";"";"T";"N"
"Campaign ID";"معرّف الحملة";"S";"";"T";"N"
"Referer URL";"رابط المحوّل";"S";"";"T";"N"
"First click - time";"توقيت - النقره الأولى";"S";"";"T";"N"
"First click - referer";"المحوّل - النقره الأولى";"S";"";"T";"N"
"First click - IP";"IP - النقره الأولى";"S";"";"T";"N"
"First click - data1";"بيانات1 - النقره الأولى";"S";"";"T";"N"
"First click - data2";"بيانات2 - النقره الأولى";"S";"";"T";"N"
"Last click - time";"توقيت - النقره الأولى";"S";"";"T";"N"
"Last click - referer";"المحوّل - النقره الأخيره";"S";"";"T";"N"
"Last click - IP";"IP - النقره الأخيره";"S";"";"T";"N"
"Last click - data1";"بيانات1 - النقره الأخيره";"S";"";"T";"N"
"Last click - data2";"بيانات2 - النقره الأخيره";"S";"";"T";"N"
"Transaction data1";"بيانات تعامل1";"S";"";"T";"N"
"Transaction data2";"بيانات تعامل2";"S";"";"T";"N"
"Transaction data3";"بيانات تعامل3";"S";"";"T";"N"
"Transaction data4";"بيانات تعامل4";"S";"";"T";"N"
"Transaction data5";"بيانات تعامل5";"S";"";"T";"N"
"Note to merchant";"ملاحظة إلى التاجر";"S";"";"T";"N"
"Original currency";"العملة الأصلية";"S";"";"T";"N"
"Banner does not exist";"لا يوجد بنر";"S";"";"T";"N"
"Server error: Unknown type given for BannerForm._save()";"خطأ سيرفر : تم إعطاء نوع غير معروف لنموذج البنر._save()";"S";"";"T";"N"
"Banner was saved";"لقد تم حفظ البنر";"S";"";"T";"N"
"Clicks";"نقرات";"B";"";"T";"N"
"CTR";"معدل النقر للمشاهده";"S";"";"T";"N"
"Order";"طلب";"B";"";"T";"N"
"BannersImportExportDescription";"وصفـتصديراستيرادالبانرات";"B";"";"T";"N"
"Campaign does not exist";"لا توجد حملة";"S";"";"T";"N"
"Campaign capping saved";"تم حفظ الحملة المتوّجه";"S";"";"T";"N"
"Number of transactions in 'Active until' campaign validity has to be set";"عدد تعاملات صلاحية حملة 'نشيط حتى' يجب أن تُضبط";"S";"";"T";"N"
"There are missing From and To dates for 'Active in date range' campaign validity";"هناك فقد من و إلى التواريخ لصحة حملة 'النشطة في نطاق التاريخ'";"S";"";"T";"N"
"Commission successfully computed";"تم حساب العمولة بنجاح";"S";"";"T";"N"
"User is not valid!";"المستخدم غير صالح!";"S";"";"T";"N"
"Campaign is not valid!";"الحملة غير صالحة!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"نوع المعاملة غير صالح أو غير موجود في هذه الحملة!";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"لا يمكن التعرف على مجموعة العمولة لهذا المستخدم في الحملة!";"S";"";"T";"N"
"Error getting commission settings!";"خطأ في الحصول على إعدادات العمولة!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"خطأ, في نسب العمولات يجب عليك ان تحدد التكلفة الإجمالية!";"S";"";"T";"N"
"You cannot delete default campaign";"لا يمكنك حذف الحملة الإفتراضية";"S";"";"T";"N"
"Default";"الافتراضي";"B";"";"T";"N"
"per sale / lead";"للبيع / مبادرة";"B";"";"T";"N"
"CampaignsImportExportDescription";"وصفـتصديراستيرادالحملات";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"تحميلـمجموعاتـالعمولة: معرفـالحملة فارغ";"S";"";"T";"N"
"Campaign ID cannot be empty!";"لا يمكن أن يكون معرف الحملة فارغة!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"معرّفـنوع (المعرّف) الحملة لا يمكن أن يكون فارغ!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"معرّفـمجموعةالحملة لا يمكن أن يكون فارغ!";"S";"";"T";"N"
"Commission type does not exist";"نوع العمولة غير موجود";"S";"";"T";"N"
"Commissions saved successfully";"تم حفظ العمولات بنجاح";"S";"";"T";"N"
"Field 'type' does not exist";"حقل 'النوع' غير موجود";"S";"";"T";"N"
"Failed to change status";"فشل في تغيير الحالة";"S";"";"T";"N"
"Status successfully changed";"تم تغيير الحالة بنجاح";"S";"";"T";"N"
"CommissionsImportExportDescription";"وصفـتصديراستيرادالعمولات";"B";"";"T";"N"
"Affiliate screen";"شاشة الافيلييت";"S";"";"T";"N"
"Affiliate panel menu saved";"تم حفظ قائمة لوحة الافيلييت";"S";"";"T";"N"
"Error changing default theme";"خطأ في تغيير القالب الإفتراضي";"S";"";"T";"N"
"Default theme changed";"تم تغيير القالب الإفتراضي";"S";"";"T";"N"
"Program name and logo saved";"تم حفظ شعار و اسم البرنامج";"S";"";"T";"N"
"Affiliate signup settings saved";"تم حفظ إعدادات التسجيل للافيلييت";"S";"";"T";"N"
"Banner format successfully saved";"تم حفظ شكل الشعار بنجاح";"S";"";"T";"N"
"Cookies settings saved";"تم حفظ إعدادات الكوكيز";"S";"";"T";"N"
"Symbol";"الرمز";"B";"";"T";"N"
"Precision";"الدقة";"B";"";"T";"N"
"Where to display";"حيث يكون العرض";"B";"";"T";"N"
"Exchange rate";"معدل التبادل";"S";"";"T";"N"
"Currency";"عمله";"B";"";"T";"N"
"Fraud protections saved";"تم حفظ حماية الاحتيال";"S";"";"T";"N"
"Logging saved";"تم حفظ تسجيل الدخول";"S";"";"T";"N"
"Parameter names saved";"تم حفظ أسماء المتغيرات";"S";"";"T";"N"
"Tracking saved";"تم حفظ التتبع";"S";"";"T";"N"
"Affiliates successfully paid";"تم الدفع بنجاح للافيلييت";"S";"";"T";"N"
"Email";"البريد الإلكتروني";"B";"";"T";"N"
"VAT";"ضريبة";"S";"";"T";"N"
"To pay";"لدَّفع";"S";"";"T";"N"
"Declined";"رفض";"B";"";"T";"N"
"Minimum payout";"الحد الأدنى للدفع";"S";"";"T";"N"
"Payout data";"بيانات الدفع";"B";"";"T";"N"
"N/A";"N/A";"S";"";"N";"N"
"New payout option";"خيار دفع جديد";"S";"";"T";"N"
"New payout option %s";"خيار دفع جديد %s";"S";"";"T";"N"
"Payout option";"خيار دفع";"B";"";"T";"N"
"Payout history";"تاريخ الدفع";"B";"";"T";"N"
"Date paid";"مدفوع بتاريخ";"S";"";"T";"N"
"Payees";"المدفوع له";"S";"";"T";"N"
"Total amount";"المبلغ الإجمالي";"S";"";"T";"N"
"Affiliate note";"ملحوظة الافيلييت";"B";"";"T";"N"
"Date";"بيانات";"B";"";"T";"N"
"Data 1";"بيانات 1";"B";"";"T";"N"
"Data 2";"بيانات 2";"B";"";"T";"N"
"Clicks unique";"النقرات المميزة";"S";"";"T";"N"
"Impressions unique";"انطباعات مميزة";"S";"";"T";"N"
"Table name";"اسم الجدول";"S";"";"T";"N"
"Records";"سجلات";"S";"";"T";"N"
"Total size";"الحجم الإجمالي";"S";"";"T";"N"
"Data size";"حجم البيانات";"S";"";"T";"N"
"Index size";"حجم الفهرس";"S";"";"T";"N"
"Transaction";"الصفقة";"B";"";"T";"N"
"Payout status";"حالة الصرف";"B";"";"T";"N"
"Data 3";"بيانات 3";"B";"";"T";"N"
"Data 4";"بيانات 4";"B";"";"T";"N"
"Data 5";"بيانات 5";"B";"";"T";"N"
"Tracked by";"تعقب بواسطة";"B";"";"T";"N"
"Time";"توقيت";"B";"";"T";"N"
"Click data 1";"بيانات النقره 1";"B";"";"T";"N"
"Click data 2";"بيانات النقره 2";"B";"";"T";"N"
"unpaid";"غير مدفوع";"B";"";"T";"N"
"Username must be valid email address";"يجب أن يكون اسم المستخدم عنوان بريد إلكتروني صالح";"S";"";"T";"N"
"You have to agree with terms & conditions";"يجب أن توافق على الشروط والأحكام";"B";"";"T";"N"
"is mandatory";"إلزامي";"B";"";"T";"N"
"Payout settings saved";"تم حفظ إعدادات الدفع";"S";"";"T";"N"
"Affiliate details";"تفاصيل الافيلييت";"B";"";"T";"N"
"Date joined";"تاريخ الإنضمام";"B";"";"T";"N"
"Date approved";"تاريخ القبول";"B";"";"T";"N"
"Parent";"الأب";"S";"";"T";"N"
"Firstname";"الإسم الأول";"B";"";"T";"N"
"Lastname";"الإسم الأخير";"B";"";"T";"N"
"Parent ID";"معرّف الأب";"S";"";"T";"N"
"Parent username";"الإسم الأول للأب";"S";"";"T";"N"
"Parent first name";"الإسم الأول للأب";"S";"";"T";"N"
"Parent last name";"الإسم الأخير للأب";"S";"";"T";"N"
"AffiliatesImportExportDescription";"وصفـتصديراستيرادالافيلييت";"B";"";"T";"N"
"Status successfully set to selected url(s)";"تم تعيين وضع  الروابط المحدد(ة) بنجاح";"S";"";"T";"N"
"Failed to set status selected url(s)";"فشل في ضبط وضع الروابط المحدد(ة)";"S";"";"T";"N"
"Commission group";"مجموعة العمولات";"B";"";"T";"N"
"Selected commission group(s) are changed";"تم تغيير مجموعات(ة) العمولات المختاره";"S";"";"T";"N"
"Changes saved";"تم حفظ التغييرات";"S";"";"T";"N"
"Application Name";"اسم التطبيق";"S";"";"T";"N"
"New password URL";"رابط كلمة السر الجديد";"S";"";"T";"N"
"Request valid until";"الطلب متاح حتى";"S";"";"T";"N"
"Request new password";"طلب كلمة مرور جديدة";"B";"";"T";"N"
"Wrong username/password";"خطأ في إسم المستخدم / كلمة المرور";"S";"";"T";"N"
"Select account";"اختر الحساب";"B";"";"T";"N"
"Authentication failed";"لقد فشلت المصادقة";"S";"";"T";"N"
"User authenticated. Logging in.";"تمت مصادقة المستخدم. يتم تسجيل الدخول الآن.";"S";"";"T";"N"
"You entered invalid username";"لقد أدخلت اسم مستخدم غير صالح";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"في خلال بضع دقائق سوف تستلم أوامر على كيفية إعادة ضبط كلمة السر الخاصة بك .";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"لقد تم تغيير كلمة السر الخاصة بك . الرجاء العودة لنافذة تسجيل الدخول وتسجيل الدخول.";"S";"";"T";"N"
"Logout error";"خطأ في تسجيل الخروج";"S";"";"T";"N"
"Logout successful";"تم تسجيل الخروج بنجاح";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"طلب كلمة السر غير متاح. يجب عليك ان تطلب كلمة سر جديده مره أخرى قبل محاولة ضبط كلمة السر.";"S";"";"T";"N"
"User account not approved yet";"حساب المستخدم لم تتم الموافقه عليه حتى الآن";"S";"";"T";"N"
"Unsupported";"غير معتمد";"S";"";"T";"N"
"Import file is not defined";"لم يتم تعريف ملف الاستيراد";"S";"";"T";"N"
"Export data";"بيانات التصدير";"B";"";"T";"N"
"Data was successfully exported to file %s";"لقد تم تصدير البيانات بنجاح إلى الملف %s";"S";"";"T";"N"
"File name";"اسم الملف";"B";"";"T";"N"
"Modules";"وحدات";"S";"";"T";"N"
"Size";"حجم";"S";"";"T";"N"
"Could not create account. (%s)";"لا يمكنك إنشاء حساب. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"الدليل  %s غير قابل للكتابة من قبل مستخدم سيرفر الويب .الرجاء إزالته او ضبط تصاريح الكتابة.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"فشل في حذف الفلتر(ات) %s";"S";"";"T";"N"
"%s filter(s) successfully deleted";"تم حذف الفلتر(ات) %s بنجاح";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"فشل في تحميل حساب البريد الإفتراضي. الرجاء التحقق من إعدادات حساب البريد الخاص بك.";"S";"";"T";"N"
"View name must be unique";"يجب أن يكون اسم طريقة العرض مميز";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"أقصى طول لـ %s في %s هو %s";"S";"";"T";"N"
"Relation constraint";"قيود العلاقة";"S";"";"T";"N"
"must be unique";"يجب ان يكون مميزاً";"S";"";"T";"N"
"Error changing theme";"خطأ أثناء تغيير القالب";"S";"";"T";"N"
"Theme changed";"تم تغيير القالب";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"فشل في حذف %s الخلفية (الخلفيات)";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"تم حذف الخلفية (الخلفيات) %s بنجاح";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"فشل في حفظ خلفية مع خطأ %s";"S";"";"T";"N"
"Wallpaper saved.";"تم حفظ الخلفية.";"S";"";"T";"N"
"Side bar saved";"تم حفظ القائمة الجانبية";"S";"";"T";"N"
"Windows saved";"تم حفظ النوافذ";"S";"";"T";"N"
"Quick Launch saved";"تم حفظ شريط التشغيل السريع";"S";"";"T";"N"
"File does not exist";"الملف غير موجود";"S";"";"T";"N"
"File was successfully uploaded";"تم رفع الملف بنجاح";"S";"";"T";"N"
"Unsupported gadget";"أداة غير معتمدة";"S";"";"T";"N"
"Gadget";"أداة";"B";"";"T";"N"
"Gadget added";"تمت إضافة أداة";"S";"";"T";"N"
"Failed to close gadget";"فشل لإغلاق الأداة";"S";"";"T";"N"
"Gadget successfully closed";"تم غلق الأداة بنجاح";"S";"";"T";"N"
"Docking";"إلتحام";"S";"";"T";"N"
"Gadgets saved";"تم حفظ الأداة";"S";"";"T";"N"
"Create Account";"إنشاء حساب";"B";"";"T";"N"
"Create Database";"إنشاء قاعدة بيانات";"B";"";"T";"N"
"Could not create database. %s";"تعذر إنشاء قاعدة البيانات.%s";"S";"";"T";"N"
"doesnt exist's";"غير موجود";"S";"";"T";"N"
"Internal error";"خطأ داخلي";"B";"";"T";"N"
"Error during database creation.";"خطأ أثناء انشاء قاعدة البيانات.";"S";"";"T";"N"
"OK";"حسنا";"B";"";"T";"N"
"Failed to read headers of CSF file %s";"%s فشل في قراءة عناوين من ملف CSF";"S";"";"T";"N"
"Could not change permissions %s";"لا يمكن تغيير الصلاحيات %s";"S";"";"T";"N"
"Could not open file";"غير قادر علي فتح الملف";"S";"";"T";"N"
"Could not read file";"غير قادر علي قراءة الملف";"S";"";"T";"N"
"Rewind unsupported in this file stream";"إرجاع الغير معتمد في جدول هذا الملف";"S";"";"T";"N"
"File %s does not exist.";"الملف %s غير موجود.";"S";"";"T";"N"
"Failed to read file %s";"فشل في قراءة الملف %s";"S";"";"T";"N"
"Could not create directory %s";"لا يمكنك إنشاء دليل %s";"S";"";"T";"N"
"Level";"مستوى";"S";"";"T";"N"
"Message";"رسالة";"B";"";"T";"N"
"File";"ملف";"S";"";"T";"N"
"Line";"سطر";"B";"";"T";"N"
"Group ID";"معرّف المجموعة";"B";"";"T";"N"
"Log event";"تسجيل الحدث";"S";"";"T";"N"
"Event(s) are deleted";"تم حذف الحدث (الأحداث)";"S";"";"T";"N"
"No event(s) to delete";"لا يوجد حدث (أحداث) لحذفها";"S";"";"T";"N"
"Debug event(s) are deleted";"تم حذف الحدث (الأحداث) المعالجة";"S";"";"T";"N"
