"source";"translation";"type";"module";"status";"customer"
"Import / Export";"Dışarıdan Al / Dışarı Ver";"B";"";"T";"N"
"Event logs";"Olay kaydı";"B";"";"T";"N"
"Online users";"Çevrimiçi kullanıcılar";"B";"";"T";"N"
"Database status";"Veritabanı durumu";"B";"";"T";"N"
"User cannot be found";"Kullanıcı bulunamadı";"S";"";"T";"N"
"Email was successfully sent to merchant";"Eposta yöneticiye başarıyla gönderildi";"S";"";"T";"N"
"Email notifications saved";"Eposta bildirileri kaydedildi";"S";"";"T";"N"
"Banner";"Reklam (Banner)";"B";"";"T";"N"
"none active";"aktif yok";"S";"";"T";"N"
"per click";"tıklama başına";"B";"";"T";"N"
"per sale";"satış başına";"B";"";"T";"N"
"ID";"Id";"B";"";"T";"N"
"Name";"İsim";"B";"";"T";"N"
"Description";"Açıklama";"B";"";"T";"N"
"Status";"Durum";"B";"";"T";"N"
"Date created";"Oluşturulma tarihi";"S";"";"T";"N"
"Actions";"Eylemler";"B";"";"T";"N"
"Channel";"Kanal";"B";"";"T";"N"
"Failed to save %s field(s)";"%s alan(lar)ı kaydetme başarısız";"S";"";"T";"N"
"%s field(s) successfully saved";"%s alan(lar)ı başarıyla kaydedildi";"S";"";"T";"N"
"User";"Kullanıcı";"B";"";"T";"N"
"Channel name";"Kanal ismi";"S";"";"T";"N"
"Pattern didn't matched the URL, check your pattern";"şablon web adresine uymuyor, şablonu kontrol edin";"S";"";"T";"N"
"Pattern matched the URL";"şablon web daresine uydu";"S";"";"T";"N"
"Login";"Giriş";"B";"";"T";"N"
"First name";"Ad";"B";"";"T";"N"
"Last name";"Soyad";"B";"";"T";"N"
"Referral ID";"Yönlendiren ID";"B";"";"T";"N"
"I agree with terms & conditions";"sözleşme şartlarını ve koşullarını kabul ediyorum";"B";"";"T";"N"
"Cannot find invoice";"Fatura bulunamadı";"S";"";"T";"N"
"Affiliate";"Satış Ortağı";"B";"";"T";"N"
"Date of registration";"Kayıt tarihi";"S";"";"T";"N"
"Commission";"Komisyon";"B";"";"T";"N"
"Total cost";"Toplam maliyet";"B";"";"T";"N"
"Order ID";"Sipariş ID";"B";"";"T";"N"
"Product ID";"Ürün ID";"B";"";"T";"N"
"Created";"Oluşturuldu";"B";"";"T";"N"
"Campaign Name";"Kampanya ismi";"B";"";"T";"N"
"Type";"Tip";"B";"";"T";"N"
"Affiliate username";"Satış Ortağı kullanıcı adı";"S";"";"T";"N"
"Paid";"Ödendi";"B";"";"T";"N"
"Ip";"IP";"S";"";"T";"N"
"Referer";"Öneren";"B";"";"T";"N"
"Recurring commison id";"Tekrarlayan komisyon id";"S";"";"T";"N"
"Payout history id";"Ödeme geçmişi id";"B";"";"T";"N"
"Click count";"Tıklama sayısı";"S";"";"T";"N"
"First click time";"ilk tıklama zamanı";"S";"";"T";"N"
"First click referer";"ilk tıklama önereni";"S";"";"T";"N"
"First click ip";"ilk tıklama ip";"S";"";"T";"N"
"First click data 1";"ilk tıklama verisi 1";"S";"";"T";"N"
"First click data 2";"ilk tıklama verisi 2";"S";"";"T";"N"
"Last click time";"Son tıklama zamanı";"S";"";"T";"N"
"Last click referer";"Son tıklama önereni";"S";"";"T";"N"
"Last click ip";"Son tıklama ip";"S";"";"T";"N"
"Last click data 1";"Son tıklama verisi 1";"S";"";"T";"N"
"Last click data 2";"Son tıklama verisi 2";"S";"";"T";"N"
"Extra data 1";"Ekstra veri 1";"B";"";"T";"N"
"Extra data 2";"Ekstra veri 2";"B";"";"T";"N"
"Extra data 3";"Ekstra veri 3";"S";"";"T";"N"
"Extra data 4";"Ekstra veri 4";"S";"";"T";"N"
"Extra data 5";"Ekstra veri 5";"S";"";"T";"N"
"Merchant note";"Reklamveren notu";"B";"";"T";"N"
"Banner name";"Reklam (banner) ismi";"B";"";"T";"N"
"Banner preview";"Reklam (banner) önizleme";"S";"";"T";"N"
"Campaign";"Komisyon";"B";"";"T";"N"
"Target URL";"Hedef web adresi";"B";"";"T";"N"
"Banner type";"Reklam (banner) tipi";"S";"";"T";"N"
"Html data is not defined";"Html veri tanımlanmadı";"S";"";"T";"N"
"File name is not defined";"Dosya ismi tanımlanmadı";"S";"";"T";"N"
"unknown";"Bilinmiyor";"B";"";"T";"N"
"approved";"Onaylandı";"B";"";"T";"N"
"pending";"Beklemede";"B";"";"T";"N"
"User Id";"Kullanıcı Id";"S";"";"T";"N"
"Payment date";"Ödeme tarihi";"S";"";"T";"N"
"Username";"Kullanıcı adı";"B";"";"T";"N"
"Amount";"Miktar";"B";"";"T";"N"
"Note to affiliate";"Satış Ortağı notu";"S";"";"T";"N"
"Original currency ID";"Özgün para birimi ID";"S";"";"T";"N"
"Original currency rate";"Özgün para birimi kuru";"S";"";"T";"N"
"Original currency value";"Özgün para birimi değeri";"S";"";"T";"N"
"System note";"Sistem notu";"B";"";"T";"N"
"Country code";"Ülke kodu";"B";"";"T";"N"
"Affiliate first name";"İş Çemberi Uzman adı";"S";"";"T";"N"
"Affiliate last name";"İş Çemberi Uzman soyadı";"S";"";"T";"N"
"3rd party cookie";"3cü grup çerez";"B";"";"T";"N"
"1st party cookie";"1ci grup çerez";"B";"";"T";"N"
"Flash cookie";"Flash çerez";"B";"";"T";"N"
"Forced parameter";"Zorunlu parametre";"B";"";"T";"N"
"IP address";"IP adresi";"B";"";"T";"N"
"Default affiliate";"Varsayılan Satış Ortağı";"B";"";"T";"N"
"Url";"Web adresi";"B";"";"T";"N"
"Note";"Not";"B";"";"T";"N"
"Status does not have allowed value";"Durumda izin verilen değer yok";"S";"";"T";"N"
"Selected username already exists";"Seçilen Satış Ortağı kullanıcı adı zaten mevcut";"S";"";"T";"N"
"Failed to change status for %s user(s)";"%s kullanıcı(lar) için durum değiştirme başarısız";"S";"";"T";"N"
"Status successfully changed for %s user(s)";"%s kullanıcı(lar) için durum başarıyla değiştirildi";"S";"";"T";"N"
"Password";"şifre";"B";"";"T";"N"
"Title must be unique";"Başlık özgün olmalı";"S";"";"T";"N"
"Selected parent affiliate does not exist";"Seçilen ana Satış Ortağı mevcut değil";"S";"";"T";"N"
"Failed loading file %s with error: %s";"%s dosyasını yüklemede hata: %s";"S";"";"T";"N"
"Merchant - New User Signup";"Yönetici - Yeni Kullanıcı Kaydı";"B";"";"T";"N"
"New user signed up";"Yeni kullanıcı kaydedildi";"B";"";"T";"N"
"Email subject";"Eposta konusu";"S";"";"T";"N"
"Email text";"Eposta metni";"S";"";"T";"N"
"Merchant - Affiliate filled Contact us form";"Reklamveren - Satış Ortağı bize ulaşın formunu doldurdu";"B";"";"T";"N"
"Affiliate filled Contact us form";"Satış Ortağı bize ulaşın formunu doldurdu";"B";"";"T";"N"
"Merchant - New Sale / Lead";"Reklamveren - Yeni Satış / Yönlendirme";"B";"";"T";"N"
"New sale / lead";"Yeni satış / Yönlendirme";"B";"";"T";"N"
"Affiliate - New User Signup Approved";"Satış Ortağı - Yeni Kullanıcı Kaydı Onaylandı";"B";"";"T";"N"
", welcome to our affiliate program";", Satış Ortaklığı programımıza hoş geldiniz";"B";"";"T";"N"
"Affiliate - New User Signup Before Approval";"Satış Ortağı - Onay Öncesi Yeni Kullanıcı Kaydı";"B";"";"T";"N"
"Paid amount";"Ödenen miktar";"S";"";"T";"N"
"Paid currency";"Ödenen para birimi";"S";"";"T";"N"
"Payout method";"Ödeme yöntemi";"B";"";"T";"N"
"Affiliate - On payout";"Satış Ortağı - Ödemede";"B";"";"T";"N"
"Your commissions";"Komisyonlarınız";"B";"";"T";"N"
"Affiliate - New Subaffiliate Sale / Lead";"Satış Ortağı - Alt satış ortağı Satış / Yönlendirme";"B";"";"T";"N"
"New subaffiliate sale / lead";"Yeni alt Satış Ortağı Satış / Yönlendirme";"B";"";"T";"N"
"Affiliate - New Subaffiliate signup";"Satış Ortağı - Yeni alt Satış Ortağı kaydı";"B";"";"T";"N"
"New subaffiliate signed up";"Yeni alt Satış Ortağı kaydedildi";"B";"";"T";"N"
"VAT percentage";"KDV oranı";"B";"";"T";"N"
"VAT number";"Vergi numarası";"B";"";"T";"N"
"Registration number";"Kayıt numarası";"B";"";"T";"N"
"VAT part";"KDV tutarı";"B";"";"T";"N"
"Payment incl. VAT";"KDV dahil ödeme";"B";"";"T";"N"
"Payment excl. VAT";"KDV hariç ödeme";"B";"";"T";"N"
"Affiliate - On VAT payout";"Satış Ortağı - KDV ödemesinde";"B";"";"T";"N"
"Transaction ID";"işlem ID";"B";"";"T";"N"
"TotalCost";"Toplam Maliyet";"S";"";"T";"N"
"Campaign ID";"Kampanya ID";"S";"";"T";"N"
"Referer URL";"Yönlendiren web adresi";"S";"";"T";"N"
"First click - time";"ilk tıklama - zaman";"S";"";"T";"N"
"First click - referer";"ilk tıklama - Yönlendiren";"S";"";"T";"N"
"First click - IP";"ilk tıklama - IP";"S";"";"T";"N"
"First click - data1";"ilk tıklama - veri1";"S";"";"T";"N"
"First click - data2";"ilk tıklama - veri2";"S";"";"T";"N"
"Last click - time";"Son tıklama - zaman";"S";"";"T";"N"
"Last click - referer";"Son tıklama - Yönlendiren";"S";"";"T";"N"
"Last click - IP";"Son tıklama - IP";"S";"";"T";"N"
"Last click - data1";"Son tıklama - veri1";"S";"";"T";"N"
"Last click - data2";"Son tıklama - veri2";"S";"";"T";"N"
"Transaction data1";"işlem veri1";"S";"";"T";"N"
"Transaction data2";"işlem veri2";"S";"";"T";"N"
"Transaction data3";"işlem veri3";"S";"";"T";"N"
"Transaction data4";"işlem veri4";"S";"";"T";"N"
"Transaction data5";"işlem veri5";"S";"";"T";"N"
"Note to merchant";"Reklamverene not";"S";"";"T";"N"
"Original currency";"Özgün para birimi";"S";"";"T";"N"
"Banner does not exist";"Banner mevcut değil";"S";"";"T";"N"
"Server error: Unknown type given for BannerForm._save()";"Sunucu hatası: BannerForm._save() için verilen tip bilinmiyor";"S";"";"T";"N"
"Banner was saved";"Banner kaydedildi";"S";"";"T";"N"
"Clicks";"tıklamalar";"B";"";"T";"N"
"CTR";"Tıklama Başına Oran";"S";"";"T";"N"
"Order";"Sipariş";"B";"";"T";"N"
"BannersImportExportDescription";"Reklam tanımları: unutmayın ki, bu yalnızca tanımları dışarıdan alır/dışarı verir, fiziksel görüntüleri veya dosyaları değil";"B";"";"T";"N"
"Campaign does not exist";"Kampanya mevcut değil";"S";"";"T";"N"
"Campaign capping saved";"Kampanya başlığı kaydedildi";"S";"";"T";"N"
"Number of transactions in 'Active until' campaign validity has to be set";"Aktif' kampanya geçerliliğinde işlem sayısı ayarlanmak zorunda";"S";"";"T";"N"
"There are missing From and To dates for 'Active in date range' campaign validity";"Aktif tarih aralığı' kampanya geçerliliği için Başlangıç ve Bitiş tarihi eksik";"S";"";"T";"N"
"Commission successfully computed";"Komisyonlar başarıyla hesaplandı";"S";"";"T";"N"
"User is not valid!";"Kullanıcı geçerli değil!";"S";"";"T";"N"
"Campaign is not valid!";"Kampanya geçerli değil!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"işlem tipi geçerli değil ya da kampanyada mevcut değil!";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"Kampanyada bu kullanıcı için komisyon grubu tanımlanmadı!";"S";"";"T";"N"
"Error getting commission settings!";"Komisyon ayarları alınamadı!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"Hata, oranlı komisyonlar için Toplam maliyeti belirlemelisiniz!";"S";"";"T";"N"
"You cannot delete default campaign";"Varsayılan kampanyayı silemezsiniz";"S";"";"T";"N"
"Default";"Varsayılan";"B";"";"T";"N"
"per sale / lead";"Satış / yönlendirme başına ";"B";"";"T";"N"
"CampaignsImportExportDescription";"Kampanya aktarım açıklamaları";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"Komisyon Grupları Yükle: kampanyaId boş";"S";"";"T";"N"
"Campaign ID cannot be empty!";"Kampanya ID boş tanımlanamaz!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"Komisyon Tip ld (id) boş olamaz!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"Komisyon Grup ID boş olamaz!";"S";"";"T";"N"
"Commission type does not exist";"Komisyon tipi mevcut değil";"S";"";"T";"N"
"Commissions saved successfully";"Komisyon başarıyla kaydedildi";"S";"";"T";"N"
"Field 'type' does not exist";"Alan tipi mevcut değil";"S";"";"T";"N"
"Failed to change status";"Durum değiştirme başarısız";"S";"";"T";"N"
"Status successfully changed";"Durum başarıyla değiştirildi";"S";"";"T";"N"
"CommissionsImportExportDescription";"Komisyon aktarım açıklamaları";"B";"";"T";"N"
"Affiliate screen";"Satış Ortağı ekranı";"S";"";"T";"N"
"Affiliate panel menu saved";"Satış Ortağı panel menüsü kaydedildi";"S";"";"T";"N"
"Error changing default theme";"Varsayılan tema değiştirilirken hata";"S";"";"T";"N"
"Default theme changed";"Varsayılan tema değiştirildi";"S";"";"T";"N"
"Program name and logo saved";"Program ismi ve logo kaydedildi";"S";"";"T";"N"
"Affiliate signup settings saved";"Satış Ortağı kayıt ayarları kaydedildi";"S";"";"T";"N"
"Banner format successfully saved";"Banner biçimi başarıyla kaydedildi";"S";"";"T";"N"
"Cookies settings saved";"Çerez ayarları kaydedildi";"S";"";"T";"N"
"Symbol";"Sembol";"B";"";"T";"N"
"Precision";"Kesinlik";"B";"";"T";"N"
"Where to display";"Gösterim yeri";"B";"";"T";"N"
"Exchange rate";"Döviz kuru";"S";"";"T";"N"
"Currency";"Para birimi";"B";"";"T";"N"
"Fraud protections saved";"Sahtekarlık korunmaları kaydedildi";"S";"";"T";"N"
"Logging saved";"Kayıt defteri kaydedildi";"S";"";"T";"N"
"Parameter names saved";"Parametre isimleri kaydedildi";"S";"";"T";"N"
"Tracking saved";"İzleme kaydedildi";"S";"";"T";"N"
"Affiliates successfully paid";"Satış Ortaklarına başarıyla ödendi";"S";"";"T";"N"
"Email";"E-posta";"B";"";"T";"N"
"VAT";"KDV";"S";"";"T";"N"
"To pay";"Öde";"S";"";"T";"N"
"Declined";"Reddedildi";"B";"";"T";"N"
"Minimum payout";"Minimum ödeme";"S";"";"T";"N"
"Payout data";"Ödeme verisi";"B";"";"T";"N"
"N/A";"Kullanılamaz";"S";"";"T";"N"
"New payout option";"Yeni ödeme seçeneği";"S";"";"T";"N"
"New payout option %s";"Yeni ödeme seçeneği %s";"S";"";"T";"N"
"Payout option";"Ödeme seçeneği";"B";"";"T";"N"
"Payout history";"Ödeme geçmişi";"B";"";"T";"N"
"Date paid";"Ödenen tarih";"S";"";"T";"N"
"Payees";"Alacaklılar";"S";"";"T";"N"
"Total amount";"Toplam miktar";"S";"";"T";"N"
"Affiliate note";"Satış Ortağı notu";"B";"";"T";"N"
"Date";"Tarih";"B";"";"T";"N"
"Data 1";"Veri 1";"B";"";"T";"N"
"Data 2";"Veri 2";"B";"";"T";"N"
"Clicks unique";"Tıklamalar Özgün";"S";"";"T";"N"
"Impressions unique";"İzlenimler özgün";"S";"";"T";"N"
"Table name";"Tablo ismi";"S";"";"T";"N"
"Records";"Kayıtlar";"S";"";"T";"N"
"Total size";"Toplam boyut";"S";"";"T";"N"
"Data size";"Veri boyutu";"S";"";"T";"N"
"Index size";"içerik boyutu";"S";"";"T";"N"
"Transaction";"İşlem";"B";"";"T";"N"
"Payout status";"Ödeme durumu";"B";"";"T";"N"
"Data 3";"Veri 3";"B";"";"T";"N"
"Data 4";"Veri 4";"B";"";"T";"N"
"Data 5";"Veri 5";"B";"";"T";"N"
"Tracked by";"izleyen";"B";"";"T";"N"
"Time";"Zaman";"B";"";"T";"N"
"Click data 1";"Tıklama veri 1";"B";"";"T";"N"
"Click data 2";"Tıklama veri 2";"B";"";"T";"N"
"unpaid";"Ödenmedi";"B";"";"T";"N"
"Username must be valid email address";"Kullanıcı adı geçerli bir eposta adresi olmalı";"S";"";"T";"N"
"You have to agree with terms & conditions";"Sözleşme şartları & koşullarını kabul etmelisiniz";"B";"";"T";"N"
"is mandatory";"zorunlu";"B";"";"T";"N"
"Payout settings saved";"Ödeme ayarları kaydedildi";"S";"";"T";"N"
"Affiliate details";"Satış Ortağı ayrıntıları";"B";"";"T";"N"
"Date joined";"Katılma tarihi";"B";"";"T";"N"
"Date approved";"Onay tarihi";"B";"";"T";"N"
"Parent";"Ana";"S";"";"T";"N"
"Firstname";"Adı";"B";"";"T";"N"
"Lastname";"Soyadı";"B";"";"T";"N"
"Parent ID";"Ana ID";"S";"";"T";"N"
"Parent username";"Ana kullanıcı adı";"S";"";"T";"N"
"Parent first name";"Adı";"S";"";"T";"N"
"Parent last name";"Soyadı";"S";"";"T";"N"
"AffiliatesImportExportDescription";"Satış Ortakları verisi. Bu bölümü sisteme yeni Satış Ortakları yüklemek için kullanabilirsiniz.";"B";"";"T";"N"
"Status successfully set to selected url(s)";"Seçilen web adresleri başarıyla kaydedildi";"S";"";"T";"N"
"Failed to set status selected url(s)";"Seçilen web adresleri kaydedilemedi";"S";"";"T";"N"
"Commission group";"Komisyon grubu";"B";"";"T";"N"
"Selected commission group(s) are changed";"Seçili komisyon grup(lar)ı değiştirildi";"S";"";"T";"N"
"Changes saved";"Değişiklikler kaydedildi";"S";"";"T";"N"
"Application Name";"Aplikasyon Adı";"S";"";"T";"N"
"New password URL";"Yeni şifre web adresi";"S";"";"T";"N"
"Request valid until";"Talep ""?"" kadar geçerli";"S";"";"T";"N"
"Request new password";"Yeni şifre Talebi";"B";"";"T";"N"
"Wrong username/password";"Yanlış kullanıcı adı/şifre";"S";"";"T";"N"
"Select account";"Kullanıcı hesabı seç";"B";"";"T";"N"
"Authentication failed";"Doğrulama başarısız";"S";"";"T";"N"
"User authenticated. Logging in.";"Doğrulama başarılı. Oturum açılıyor.";"S";"";"T";"N"
"You entered invalid username";"Geçersiz kullanıcı adı girdiniz";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"Birkaç dakika içinde şifrenizi yenilemek için gereken talimatlar e-mailnıza gönderilecektir.";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"şifreniz değiştirildi. Oturum açma ekranına dönün ve giriş yapın.";"S";"";"T";"N"
"Logout error";"Oturum sonlandırmada hata";"S";"";"T";"N"
"Logout successful";"Oturum başarıyla sonlandırıldı";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"Geçersiz şifre talebi. şifre belirlemeden önce tekrar yeni şifre talep etmelisiniz.";"S";"";"T";"N"
"User account not approved yet";"Kullanıcı hesabı henüz onaylanmadı";"S";"";"T";"N"
"Unsupported";"Desteklenmiyor";"S";"";"T";"N"
"Import file is not defined";"Dışarıdan alınacak dosya belirlenmedi";"S";"";"T";"N"
"Export data";"Dışarıya veri ver";"B";"";"T";"N"
"Data was successfully exported to file %s";"%s dosyasına veri başarıyla dışarıya verildi";"S";"";"T";"N"
"File name";"Dosya ismi";"B";"";"T";"N"
"Modules";"Modüller";"S";"";"T";"N"
"Size";"Boyut";"S";"";"T";"N"
"Could not create account. (%s)";"Hesap oluşturulamadı. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"%s dizini web sunucusu kullanıcısı tarafından yazılamaz. Lütfen kaldırın ya da izin oluşturun.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"%s filtre(ler)ini silme başarısız";"S";"";"T";"N"
"%s filter(s) successfully deleted";"%s filtre(ler)i başarıyla silindi";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"Varsayılan e-mail hesabı yükleme başarısız. Lütfen e-mail hesap ayarlarınızı kontrol edin.";"S";"";"T";"N"
"View name must be unique";"Görülen isim özgün olmalı";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"%s 'de %s 'in maksimum uzunluğu %s";"S";"";"T";"N"
"Relation constraint";"ilişki sınırı";"S";"";"T";"N"
"must be unique";"özgün olmalı";"S";"";"T";"N"
"Error changing theme";"Tema değiştirirken hata";"S";"";"T";"N"
"Theme changed";"Tema değiştirildi";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"%s duvar kağıt(lar)ı değiştirme başarısız";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s duvar kağıt(lar)ı başarıyla silindi";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"Duvar kağıdı kaydetme %s hata ile başarısız";"S";"";"T";"N"
"Wallpaper saved.";"Duvar kağıdı kaydedildi.";"S";"";"T";"N"
"Side bar saved";"Kenar çubuğu kaydedildi";"S";"";"T";"N"
"Windows saved";"Windows kaydedildi";"S";"";"T";"N"
"Quick Launch saved";"Hızlı Başlat kaydedildi";"S";"";"T";"N"
"File does not exist";"Dosya mevcut değil";"S";"";"T";"N"
"File was successfully uploaded";"Dosya başarıyla yüklendi";"S";"";"T";"N"
"Unsupported gadget";"Desteksiz aygıt";"S";"";"T";"N"
"Gadget";"Aygıt";"B";"";"T";"N"
"Gadget added";"Aygıt eklendi";"S";"";"T";"N"
"Failed to close gadget";"Aygıt sonlandırma başarısız";"S";"";"T";"N"
"Gadget successfully closed";"Aygıt başarıyla sonlandırıldı";"S";"";"T";"N"
"Docking";"Bağlantı";"S";"";"T";"N"
"Gadgets saved";"Aygıtlar kaydedildi";"S";"";"T";"N"
"Create Account";"Hesap Oluştur";"B";"";"T";"N"
"Create Database";"Veritabanı Oluştur";"B";"";"T";"N"
"Could not create database. %s";"Veritabanı oluşturulamadı. %s";"S";"";"T";"N"
"doesnt exist's";"mevcut değil";"S";"";"T";"N"
"Internal error";"Dahili Hata";"B";"";"T";"N"
"Error during database creation.";"Veritabanı oluşturmada hata.";"S";"";"T";"N"
"OK";"Tamam";"B";"";"T";"N"
"Failed to read headers of CSF file %s";"%s CSF dosyasının başlıklarını okuma başarısız";"S";"";"T";"N"
"Could not change permissions %s";"ızinler değiştirilemedi %s";"S";"";"T";"N"
"Could not open file";"Dosya açılamadı";"S";"";"T";"N"
"Could not read file";"Dosya okunamadı";"S";"";"T";"N"
"Rewind unsupported in this file stream";"Gerialma bu dosya akışında desteklenmiyor";"S";"";"T";"N"
"File %s does not exist.";"%s dosyası mevcut değil.";"S";"";"T";"N"
"Failed to read file %s";"%s dosyasını okuma başarısız";"S";"";"T";"N"
"Could not create directory %s";"%s dizini oluşturulamadı";"S";"";"T";"N"
"Level";"Seviye";"S";"";"T";"N"
"Message";"Mesaj";"B";"";"T";"N"
"File";"Dosya";"S";"";"T";"N"
"Line";"Satır";"B";"";"T";"N"
"Group ID";"Grup ID";"B";"";"T";"N"
"Log event";"Olay kaydı";"S";"";"T";"N"
"Event(s) are deleted";"Kayıt(lar) silindi";"S";"";"T";"N"
"No event(s) to delete";"Silinecek kayıt(lar) yok";"S";"";"T";"N"
"Debug event(s) are deleted";"Onarım kayıt(lar)ı silindi";"S";"";"T";"N"
"No debug event(s) to delete";"Silinecek onarım kayıt(lar)ı yok";"S";"";"T";"N"
"Mail Account Name";"e-mail Hesap Adı";"S";"";"T";"N"
"From Name";"Kimden";"B";"";"T";"N"
"From Email";"Hangi e-mail adresinden";"S";"";"T";"N"
"Use SMTP protocol";"SMTP protokolünü kullan";"S";"";"T";"N"
"SMTP Server";"SMTP Sunucu";"B";"";"T";"N"
"SMTP Port";"SMTP Port";"B";"";"T";"N"
